filename	acq_time	operator	randstr
anat/sub-001_ses-pilot021_acq-undistorted_T1w.nii.gz	2023-10-12T17:06:56.825000	n/a	6a1c099b
fmap/sub-001_ses-pilot021_acq-b0_dir-AP_epi.nii.gz	2023-10-12T17:18:54.342500	n/a	04b73e16
fmap/sub-001_ses-pilot021_acq-b0_dir-PA_epi.nii.gz	2023-10-12T17:19:36.422500	n/a	847a14e5
dwi/sub-001_ses-pilot021_acq-highres_dir-RL_dwi.nii.gz	2023-10-12T17:28:56.442500	n/a	e5679717
fmap/sub-001_ses-pilot021_magnitude1.nii.gz	2023-10-12T18:05:02.830000	n/a	024ddd8a
fmap/sub-001_ses-pilot021_magnitude2.nii.gz	2023-10-12T18:05:02.830000	n/a	024ddd8a
fmap/sub-001_ses-pilot021_phasediff.nii.gz	2023-10-12T18:05:03.157500	n/a	0545d5be
func/sub-001_ses-pilot021_task-qct_dir-AP_echo-1_bold.nii.gz	2023-10-12T18:08:24.302500	n/a	d32efa84
func/sub-001_ses-pilot021_task-qct_dir-AP_echo-2_bold.nii.gz	2023-10-12T18:08:24.302500	n/a	d32efa84
func/sub-001_ses-pilot021_task-qct_dir-AP_echo-3_bold.nii.gz	2023-10-12T18:08:24.302500	n/a	d32efa84
func/sub-001_ses-pilot021_task-qct_dir-AP_echo-4_bold.nii.gz	2023-10-12T18:08:24.302500	n/a	d32efa84
fmap/sub-001_ses-pilot021_acq-bold_dir-LR_part-mag_epi.nii.gz	2023-10-12T18:12:43.822500	n/a	27fc82bb
fmap/sub-001_ses-pilot021_acq-bold_dir-LR_part-phase_epi.nii.gz	2023-10-12T18:12:43.822500	n/a	199bbe20
fmap/sub-001_ses-pilot021_acq-bold_dir-RL_part-mag_epi.nii.gz	2023-10-12T18:13:14.030000	n/a	84c01f81
fmap/sub-001_ses-pilot021_acq-bold_dir-RL_part-phase_epi.nii.gz	2023-10-12T18:13:14.030000	n/a	b02e6f0b
fmap/sub-001_ses-pilot021_acq-bold_dir-PA_part-mag_epi.nii.gz	2023-10-12T18:13:45.865000	n/a	0e66290e
fmap/sub-001_ses-pilot021_acq-bold_dir-PA_part-phase_epi.nii.gz	2023-10-12T18:13:45.865000	n/a	804604a1
fmap/sub-001_ses-pilot021_acq-bold_dir-AP_part-mag_epi.nii.gz	2023-10-12T18:14:13.855000	n/a	d947d736
fmap/sub-001_ses-pilot021_acq-bold_dir-AP_part-phase_epi.nii.gz	2023-10-12T18:14:13.855000	n/a	97c2aabe
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	fbd9be4a
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-1_part-phase_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	e345e7f4
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-2_part-mag_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	fbd9be4a
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-2_part-phase_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	e345e7f4
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-3_part-mag_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	fbd9be4a
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-3_part-phase_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	e345e7f4
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-4_part-mag_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	fbd9be4a
func/sub-001_ses-pilot021_task-rest_dir-RL_echo-4_part-phase_bold.nii.gz	2023-10-12T18:17:50.195000	n/a	e345e7f4
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2c513579
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-1_part-phase_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2aa5e380
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-2_part-mag_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2c513579
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-2_part-phase_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2aa5e380
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-3_part-mag_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2c513579
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-3_part-phase_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2aa5e380
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-4_part-mag_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2c513579
func/sub-001_ses-pilot021_task-bht_dir-RL_echo-4_part-phase_bold.nii.gz	2023-10-12T18:40:02.250000	n/a	2aa5e380
anat/sub-001_ses-pilot021_acq-original_T2w.nii.gz	2023-10-12T18:46:08.040000	n/a	11b1c148
anat/sub-001_ses-pilot021_acq-undistorted_T2w.nii.gz	2023-10-12T18:46:08.040000	n/a	7339e2fb
